Award ID,Award Title,Award Status,Activation/Begin Date,Proposal ID,PI Name,Responsible Dept ID,Responsible Dept Name,Funding Source,CFDA Num,Sponsor,Flow-Thru Sponsor,Project Number,Funding Dept ID,Fund Code,Distribution Dept Name,Dept %,Awarded Direct,Awarded Indirect,Awarded Total,Co-PI Name List,Distribution College,Distribution Dept ID,End Date
0000029534,Regional Educational Laboratory Southeast,Active,2017-01-03,0000029534,"Hughes,John E",286009,FCRR Sponsored Projects,Federal,84.999,U. S. Department of Education,-,039791,286009,520,Edu Psychology & Learning Sys,1,89583.17,19190.29,108773.46,"Koon, Sharon; Patton-Terry, Nicole; Smith, Kevin",College of Education,126000,2022-01-02 00:00:00
0000029534,Regional Educational Laboratory Southeast,Active,2017-01-03,0000029534,"Hughes,John E",286009,FCRR Sponsored Projects,Federal,84.999,U. S. Department of Education,-,039791,286009,520,FCRR Sponsored Projects,89,7972902.13,1707935.81,9680837.94,"Koon, Sharon; Patton-Terry, Nicole; Smith, Kevin",VP Research,286009,2022-01-02 00:00:00
0000029534,Regional Educational Laboratory Southeast,Active,2017-01-03,0000029534,"Hughes,John E",286009,FCRR Sponsored Projects,Federal,84.999,U. S. Department of Education,-,039791,286009,520,Learning Systems Institute,1,89583.17,19190.29,108773.46,"Koon, Sharon; Patton-Terry, Nicole; Smith, Kevin",Provost & VP Academic Affairs,186000,2022-01-02 00:00:00
0000029534,Regional Educational Laboratory Southeast,Active,2017-01-03,0000029534,"Hughes,John E",286009,FCRR Sponsored Projects,Federal,84.999,U. S. Department of Education,-,039791,286009,520,Psychology Sponsored Projects,1,89583.17,19190.29,108773.46,"Koon, Sharon; Patton-Terry, Nicole; Smith, Kevin",College of Arts & Sciences,089009,2022-01-02 00:00:00
0000029534,Regional Educational Laboratory Southeast,Active,2017-01-03,0000029534,"Hughes,John E",286009,FCRR Sponsored Projects,Federal,84.999,U. S. Department of Education,-,039791,286009,520,School of Teacher Education,5,447915.85,95951.45,543867.3,"Koon, Sharon; Patton-Terry, Nicole; Smith, Kevin",College of Education,130000,2022-01-02 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,038416,204000,556,Behavioral Sci and Social Med,80,0.8,0,0.8,"Bhide, Pradeep; Carretta, Henry; Flynn, Heather; Terracciano, Antonio",College of Medicine,208000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,038416,204000,556,Geriatric Medicine,15,0.15,0,0.15,"Bhide, Pradeep; Carretta, Henry; Flynn, Heather; Terracciano, Antonio",College of Medicine,207000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,038416,204000,556,Medicine Biomedical Sciences,5,0.05,0,0.05,"Bhide, Pradeep; Carretta, Henry; Flynn, Heather; Terracciano, Antonio",College of Medicine,204000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,038416,208000,520,Behavioral Sci and Social Med,80,1792789.6,938922.4,2731712,"Bhide, Pradeep; Carretta, Henry; Flynn, Heather; Terracciano, Antonio",College of Medicine,208000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,038416,208000,520,Geriatric Medicine,15,336148.05,176047.95,512196,"Bhide, Pradeep; Carretta, Henry; Flynn, Heather; Terracciano, Antonio",College of Medicine,207000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,038416,208000,520,Medicine Biomedical Sciences,5,112049.35,58682.65,170732,"Bhide, Pradeep; Carretta, Henry; Flynn, Heather; Terracciano, Antonio",College of Medicine,204000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,038416,208000,556,Behavioral Sci and Social Med,80,0.8,0,0.8,"Bhide, Pradeep; Carretta, Henry; Flynn, Heather; Terracciano, Antonio",College of Medicine,208000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,038416,208000,556,Geriatric Medicine,15,0.15,0,0.15,"Bhide, Pradeep; Carretta, Henry; Flynn, Heather; Terracciano, Antonio",College of Medicine,207000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,038416,208000,556,Medicine Biomedical Sciences,5,0.05,0,0.05,"Bhide, Pradeep; Carretta, Henry; Flynn, Heather; Terracciano, Antonio",College of Medicine,204000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,041045,208000,520,Behavioral Sci and Social Med,90,107955,42930,150885,"Terracciano, Antonio",College of Medicine,208000,2023-03-31 00:00:00
0000029541,Prenatal and Early Life Antecedents of Personality:  An Intergenerational Lifespan Approach,Active,2017-04-01,0000029541,"Sutin,Angelina R.",208000,Behavioral Sci and Social Med,Federal,93.866,National Institute on Aging,-,041045,208000,520,Geriatric Medicine,10,11995,4770,16765,"Terracciano, Antonio",College of Medicine,207000,2023-03-31 00:00:00
0000029554,Parietal-Hippocampal Network in the Triple Transgenic Mouse Model of Alzheimers,Active,2017-05-15,0000029554,"Wilber,Aaron",089009,Psychology Sponsored Projects,Federal,93.866,National Institute on Aging,-,038430,089009,520,Psychology Sponsored Projects,100,529510,217490,747000,"Taylor, Jeanette",College of Arts & Sciences,089009,2021-04-30 00:00:00
0000029554,Parietal-Hippocampal Network in the Triple Transgenic Mouse Model of Alzheimers,Active,2017-05-15,0000029554,"Wilber,Aaron",089009,Psychology Sponsored Projects,Federal,93.866,National Institute on Aging,-,041794,089009,520,Psychology Sponsored Projects,100,56883,4551,61434,,College of Arts & Sciences,089009,2021-04-30 00:00:00
0000029575,Collaborative Research:  Dimensions US-BIOTA-Sao Paulo: Scales of Biodiversity-Integrated Studies of Snake Venom Evolution and Function Across Multiple Levels of Diversity,Active,2016-09-15,0000029575,"Rokyta,Darin R",074012,Biology Sponsored Projects,Federal,47.074,National Science Foundation,-,038451,074012,520,Biology Sponsored Projects,100,576300,266637,842937,,College of Arts & Sciences,074012,2022-08-31 00:00:00
0000029579,Structures of RNA Processing and Silencing Enzymes in Prokaryotes,Active,2017-01-01,0000029579,"Li,Hong",073002,IMB Sponsored Projects,Federal,93.859,National Institute of General,-,038455,073002,520,Chemistry & Biochemistry,50,475782,225308,701090,"Stagg, Scott",College of Arts & Sciences,075000,2021-12-31 00:00:00
0000029579,Structures of RNA Processing and Silencing Enzymes in Prokaryotes,Active,2017-01-01,0000029579,"Li,Hong",073002,IMB Sponsored Projects,Federal,93.859,National Institute of General,-,038455,073002,520,IMB Sponsored Projects,50,475782,225308,701090,"Stagg, Scott",College of Arts & Sciences,073002,2021-12-31 00:00:00
0000029579,Structures of RNA Processing and Silencing Enzymes in Prokaryotes,Active,2017-01-01,0000029579,"Li,Hong",073002,IMB Sponsored Projects,Federal,93.859,National Institute of General,-,041035,073002,520,Chemistry & Biochemistry,50,44233,557,44790,,College of Arts & Sciences,075000,2021-12-31 00:00:00
0000029579,Structures of RNA Processing and Silencing Enzymes in Prokaryotes,Active,2017-01-01,0000029579,"Li,Hong",073002,IMB Sponsored Projects,Federal,93.859,National Institute of General,-,041035,073002,520,IMB Sponsored Projects,50,44233,557,44790,,College of Arts & Sciences,073002,2021-12-31 00:00:00
0000029584,Implementation of a Processes-Based Evaluation System for Tracing the Sources of Systematic Errors and their Evolution with Forecast Lead Time in the NCEP Global Forecast System,Active,2016-09-01,0000029584,"Cai,Ming",071003,GFDI Sponsored Projects,Federal,11.468,National Oceanic and Atmospher,-,038460,071003,520,"Earth, Ocean & Atmospheric Sci",50,116364.5,39494.5,155859,,College of Arts & Sciences,069000,2020-08-31 00:00:00
0000029584,Implementation of a Processes-Based Evaluation System for Tracing the Sources of Systematic Errors and their Evolution with Forecast Lead Time in the NCEP Global Forecast System,Active,2016-09-01,0000029584,"Cai,Ming",071003,GFDI Sponsored Projects,Federal,11.468,National Oceanic and Atmospher,-,038460,071003,520,GFDI Sponsored Projects,50,116364.5,39494.5,155859,,College of Arts & Sciences,071003,2020-08-31 00:00:00
0000029601,Center For Actinide Science and Technology (CAST),Active,2016-08-01,0000029601,"Schoenzart,Thomas Edward",075000,Chemistry & Biochemistry,Federal,81.049,U. S. Department of Energy,-,038477,075000,520,Chemistry & Biochemistry,79,4385948.07,1382210.86,5768158.93,"Baumbach, Ryan; De Prince, Albert; Graf, David; Hanson, Kenneth; Latturner, Susan; Tozer, Stanley",College of Arts & Sciences,075000,2022-07-31 00:00:00
0000029601,Center For Actinide Science and Technology (CAST),Active,2016-08-01,0000029601,"Schoenzart,Thomas Edward",075000,Chemistry & Biochemistry,Federal,81.049,U. S. Department of Energy,-,038477,075000,520,Natl High Magnetic Field Lab,21,1165884.93,367423.14,1533308.07,"Baumbach, Ryan; De Prince, Albert; Graf, David; Hanson, Kenneth; Latturner, Susan; Tozer, Stanley",VP Research,227000,2022-07-31 00:00:00
0000029601,Center For Actinide Science and Technology (CAST),Active,2016-08-01,0000029601,"Schoenzart,Thomas Edward",075000,Chemistry & Biochemistry,Federal,81.049,U. S. Department of Energy,-,038477,075000,555,Chemistry & Biochemistry,79,599409.34,0,599409.34,"Baumbach, Ryan; De Prince, Albert; Graf, David; Hanson, Kenneth; Latturner, Susan; Tozer, Stanley",College of Arts & Sciences,075000,2022-07-31 00:00:00
0000029601,Center For Actinide Science and Technology (CAST),Active,2016-08-01,0000029601,"Schoenzart,Thomas Edward",075000,Chemistry & Biochemistry,Federal,81.049,U. S. Department of Energy,-,038477,075000,555,Natl High Magnetic Field Lab,21,159336.66,0,159336.66,"Baumbach, Ryan; De Prince, Albert; Graf, David; Hanson, Kenneth; Latturner, Susan; Tozer, Stanley",VP Research,227000,2022-07-31 00:00:00
0000029601,Center For Actinide Science and Technology (CAST),Active,2016-08-01,0000029601,"Schoenzart,Thomas Edward",075000,Chemistry & Biochemistry,Federal,81.049,U. S. Department of Energy,-,100086,075000,520,Chemistry & Biochemistry,79,1002295.91,394665.83,1396961.74,"Baumbach, Ryan; De Prince, Albert; Graf, David; Hanson, Kenneth; Latturner, Susan; Tozer, Stanley",College of Arts & Sciences,075000,2022-07-31 00:00:00
0000029601,Center For Actinide Science and Technology (CAST),Active,2016-08-01,0000029601,"Schoenzart,Thomas Edward",075000,Chemistry & Biochemistry,Federal,81.049,U. S. Department of Energy,-,100086,075000,520,Natl High Magnetic Field Lab,21,266433.09,104911.17,371344.26,"Baumbach, Ryan; De Prince, Albert; Graf, David; Hanson, Kenneth; Latturner, Susan; Tozer, Stanley",VP Research,227000,2022-07-31 00:00:00
0000029604,Community Partnership for Preventing Health Risks Among Florida Urban American Indian & Alaska Native Young Adults,Active,2018-09-30,0000029604,"Lowe,John Ronald",140002,Nursing Department,Federal,93.243,Substance Abuse and Mental Hea,-,038480,140002,520,Nursing Department,100,198468,78060,276528,"Kelley, Melessa",College of Nursing,140002,2020-09-29 00:00:00
0000029604,Community Partnership for Preventing Health Risks Among Florida Urban American Indian & Alaska Native Young Adults,Active,2018-09-30,0000029604,"Lowe,John Ronald",140002,Nursing Department,Federal,93.243,Substance Abuse and Mental Hea,-,044402,140002,520,Nursing Department,100,375131,123808,498939,"Kelley, Melessa",College of Nursing,140002,2020-09-29 00:00:00
0000029604,Community Partnership for Preventing Health Risks Among Florida Urban American Indian & Alaska Native Young Adults,Active,2018-09-30,0000029604,"Lowe,John Ronald",140002,Nursing Department,Federal,93.243,Substance Abuse and Mental Hea,-,044402,140002,556,Nursing Department,100,1,0,1,"Kelley, Melessa",College of Nursing,140002,2020-09-29 00:00:00
0000029617,Hybrid Cable,Active,2017-04-01,0000029617,"Pamidi,Sastry V",225000,Ctr for Advanced Power Systems,Federal,12.999,Energy to Power Solutions (E2P),U. S. Department of the Navy,038493,225000,524,Ctr for Advanced Power Systems,50,98684,51316,150000,,VP Research,225000,2020-09-30 00:00:00
0000029617,Hybrid Cable,Active,2017-04-01,0000029617,"Pamidi,Sastry V",225000,Ctr for Advanced Power Systems,Federal,12.999,Energy to Power Solutions (E2P),U. S. Department of the Navy,038493,225000,524,Electrical & Computer Engineer,50,98684,51316,150000,,College of Engineering,216000,2020-09-30 00:00:00
0000029622,Enhancing Education And Research Training Of Under-represented Students in Food Safety,Active,2017-01-01,0000029622,"Rao,Qinchun",135000,Nutrition & Integrative Phys,Federal,10.326,National Inst of Food & Agriculture,-,038498,135000,520,Nutrition & Integrative Phys,100,223026,76974,300000,,College of Hlth & Human Sci,135000,2021-12-31 00:00:00
0000029680,HTS Magnetic Shields for Sensitive Magnetic Measurements,Active,2016-08-01,0000029680,"Pamidi,Sastry V",225000,Ctr for Advanced Power Systems,Federal,12.300,Office of Naval Research,-,038560,225000,520,Ctr for Advanced Power Systems,50,241255,118744.5,359999.5,,VP Research,225000,2021-08-31 00:00:00
0000029680,HTS Magnetic Shields for Sensitive Magnetic Measurements,Active,2016-08-01,0000029680,"Pamidi,Sastry V",225000,Ctr for Advanced Power Systems,Federal,12.300,Office of Naval Research,-,038560,225000,520,Electrical & Computer Engineer,50,241255,118744.5,359999.5,,College of Engineering,216000,2021-08-31 00:00:00
0000029696,Determination of Movement Patterns and Reproductive Status of Adult Smalltooth Sawfish,Active,2016-10-01,0000029696,"Grubbs II,Ralph Dean",224000,FSU Coastal & Marine Lab,Federal,11.432,Mississippi State University,National Oceanic and Atmospher,038576,224000,524,FSU Coastal & Marine Lab,100,187778,42624,230402,,VP Research,224000,2022-05-31 00:00:00
0000029703,Collaborative Research: Initiation of the Antarctic Slope in West Antartica,Active,2017-06-15,0000029703,"Speer,Kevin G",071003,GFDI Sponsored Projects,Federal,47.050,National Science Foundation,-,038583,071003,520,"Earth, Ocean & Atmospheric Sci",50,113327.5,49334.5,162662,"Schulze, Lena",College of Arts & Sciences,069000,2022-05-31 00:00:00
0000029703,Collaborative Research: Initiation of the Antarctic Slope in West Antartica,Active,2017-06-15,0000029703,"Speer,Kevin G",071003,GFDI Sponsored Projects,Federal,47.050,National Science Foundation,-,038583,071003,520,GFDI Sponsored Projects,50,113327.5,49334.5,162662,"Schulze, Lena",College of Arts & Sciences,071003,2022-05-31 00:00:00
0000029705,Biology of Sawfishes: American Elasmobranch Symposium,Active,2016-03-01,0000029705,"Grubbs II,Ralph Dean",224000,FSU Coastal & Marine Lab,Other,-,Save Our Seas Foundation,-,038585,224000,545,FSU Coastal & Marine Lab,100,15000,0,15000,,VP Research,224000,2024-06-30 00:00:00
0000029706,"SHF: Small: RUI: Characterizing, Detecting, And Fixing Performance Bugs That Have Non-Intrusive Fixes",Active,2016-06-01,0000029706,"Haiduc,Sonia",080003,Comp Sci Sponsored Projects,Federal,47.070,National Science Foundation,-,038586,080003,520,Comp Sci Sponsored Projects,100,150565,66850,217415,,College of Arts & Sciences,080003,2020-06-30 00:00:00
0000029721,"The Impacts of Restrictive Housing on Inmate Behavior, Mental Health, and Recidivism, and Prison Systems Personnel",Active,2017-01-01,0000029721,"Mears,Daniel P",141010,Crimn & Public Policy Reas Ctr,Federal,16.560,National Institute of Justice,-,038601,141010,520,Crimn & Public Policy Reas Ctr,100,498980,231635,730615,,College of Criminology & Crim,141010,2020-12-31 00:00:00
0000029721,"The Impacts of Restrictive Housing on Inmate Behavior, Mental Health, and Recidivism, and Prison Systems Personnel",Active,2017-01-01,0000029721,"Mears,Daniel P",141010,Crimn & Public Policy Reas Ctr,Federal,16.560,National Institute of Justice,-,038601,141010,556,Crimn & Public Policy Reas Ctr,100,1,0,1,,College of Criminology & Crim,141010,2020-12-31 00:00:00
